Date,Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Colour,Capacity,Wattage,Country of Origin,Home Kitchen Rank,Air Fryers Rank,Technical Details,Description
2/20/2023,https://www.amazon.in/TNIU-Generation-Household-Capacity-Electric/dp/B0B2PR9MJY,TNIU Air Fryer A New Generation of Smart Fume Free Household 1300W High Power 5.5L Large Capacity Electric Fryer French Fries Machine,TNIU,4.2,Not Available,Not Available,"5,555.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Brand': 'TNIU', 'Manufacturer': 'TNIU', 'Package Dimensions': '42 x 35.5 x 35.5 cm; 10.59 Kilograms', 'Item part number': 'TNINNNOMGTNH45113EU', 'Material': 'Abs, Stainless Steel', 'Item Weight': '10 kg 600 g'}","['🥁[Using 360 degree air circulation, by circulating hot air, the material will form a crisp outer layer and retain moisture.', '🥁[This air fryer features a 9-blade strong fan, stainless steel heating tube and surrounding air duct for better quality and better results.', '🥁[This air fryer features a 5.5L large capacity, one-piece tank that can cook any dish and is big enough for a party.', '🥁[An air fryer is a great way to cook food without using oil, making it easy to enjoy fried food without taxing the body.', '🥁[This air fryer allows you to cook your food at home in a simple and quick way, providing you with a healthy, high-tech, efficient lifestyle!']"
2/20/2023,https://www.amazon.in/Havells-Prolife-Digi-1230-Watt-Fryer/dp/B01LWUEDJI,Havells Air Fryer Prolife Digi with 4L Capacity | Digital Touch Panel | Auto On/Off | 60 Min Timer | Basket Release Button | Air Filtration System | 2 Yr Warranty,Havells,4.3,"2,160","12,490","6,599.00",Black,4 litres,1230 Watts,China,2785,6,"{'Special Feature': 'Temperature Control, Timer, Stain Resistant, Automatic Shut-Off', 'Product Dimensions': '32.5D x 32.5W x 36H Centimeters', 'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Reheat', 'Item Weight': '4500 Grams', 'Brand': 'Havells', 'Wattage': '1230 Watts', 'Voltage': '230 Volts', 'Control Method': 'Touch', 'Model Name': 'GHCAFBXK123', 'Is Dishwasher Safe': 'No', 'Manufacturer': 'Havells India Ltd', 'Country of Origin': 'China', 'Item model number': 'Prolife Digi', 'ASIN': 'B01LWUEDJI'}","['4L Pan Capacity', 'Cool Touch Handle With Unique Basket Release Button', 'Temperature Setting upto 200 Degree', 'Flat & Round Shape Basket']"
2/20/2023,https://www.amazon.in/pekdi-Generation-Household-Capacity-Electric/dp/B0BGPQM7D2,pekdi Air Fryer A New Generation of Smart Fume Free Household 1300W High Power 5.5L Large Capacity Electric Fryer French Fries Machine,pekdi,4.2,Not Available,Not Available,"5,555.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Brand': 'Pekdi', 'Manufacturer': 'pekdi', 'Package Dimensions': '42 x 35.5 x 35.5 cm; 10.59 Kilograms', 'Item part number': 'FSSH45113EUTSIN', 'Material': 'Abs, Stainless Steel', 'Item Weight': '10 kg 600 g'}","['🤗[Using 360 degree air circulation, by circulating hot air, the material will form a crisp outer layer and retain moisture.', '🎷[This air fryer features a 9-blade fan, stainless steel heating tube and surrounding air duct for better quality and better results.', '🎷[This air fryer features a 5.5L large capacity, one-piece tank that can cook any dish and is big enough for a party.', '🎷[An air fryer is a great way to cook food without using oil, making it easy to enjoy fried food without taxing the body.', '🎷[This air fryer allows you to cook your food at home in a simple and quick way, providing you with a healthy, high-tech, efficient lifestyle!']"
2/20/2023,https://www.amazon.in/Ritz-quart-Fryer-Appliance-Paprika/dp/B09C93FJNB,Ritz 5 quart Air Fryer Appliance Cover,Ritz,4.7,105,"8,999","4,333.00",Paprika,5 Quarts,Not Available,USA,Not Available,Not Available,"{'Special Feature': 'Stain Resistant', 'Colour': 'Paprika', 'Capacity': '5 Quarts', 'Material': 'Cotton Polyester', 'Brand': 'Ritz', 'Model Name': '5 quart Air Fryer Appliance Cover', 'Manufacturer': 'John Ritzenthaler Co', 'Country of Origin': 'USA', 'Item model number': '93883', 'ASIN': 'B09C93FJNB'}","['Durable construction. RITZ 5 Quart Air Fryer Appliance Cover in Paprika is made of durable 50% cotton and 50% polyester and lined with 100% polyester to protect your air fryer from debris.', 'Keeps your appliance clean. Keep your air fryer free of dust, dirt and fingerprints while not in use or stored away to extend the life of the appliance.', 'Fits most comparable air fryers. Measuring 12” x 14” x 12.5”, this cover securely fits most 5 quart air fryers.', 'Easy to use. This cover is easy to slip on and off your air fryer.', 'Great gift idea. Makes a great gift idea for a housewarming, bridal shower or hostess gift to pair with an air fryer.']"
2/20/2023,https://www.amazon.in/CUCKOO-Roasting-Grilling-Capacity-CAF-C0510D/dp/B09PY5X45K,"CUCKOO Air Fryer For Home & Kitchen | Healthy Oil free Cooking, Baking, Roasting & Grilling With Less Oil | 4.7L Capacity | CAF-C0510D | White",CUCKOO,3.8,3,"11,990","9,999.00",White,4.2 litres,1400 Watts,China,440888,72,"{'Special Feature': 'Temperature Control', 'Colour': 'White', 'Capacity': '4.2 litres', 'Material': 'ABS Food Grade', 'Recommended Uses For Product': 'Roast', 'Item Weight': '8 Kilograms', 'Brand': 'CUCKOO', 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Model Name': 'CAF-C0510D', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '200 Degrees Celsius', 'Manufacturer': 'Guangdong Chenghe Electric Appliances Co., Ltd.', 'Country of Origin': 'China', 'Item model number': 'CAF-C0510D', 'ASIN': 'B09PY5X45K'}","['[Technical Specification] Power Consumption: 220V/60HZ, Power Consumption: 1400W, Temperature: 80°C to 200°C (Temperature adjust with a simple Slider), Timer: 1min to 30min (Timer adjust with a round knob), Dimensions: 279(W) X 337(D) X 313(H), Weight: 8 Kg, Colour: White', ""[Multifunctional Healthy Air Fryer] Fry, Roast, Grill, Baking your favorite Snacks & Tasty Meals with Less or No Oil with Cuckoo's Air fryer, you can enjoy splatter-free cooking with up to 85% less fat or oil and cutting down more calories."", ""[Fast Cooking] Cuckoo's Air fryer heats up in just 2-3 minutes with Rapid Hot air circulation method cooks your food more quickly than any conventional ovens and with a less amount of oil compared to deep-fried foods."", ""[Family Size Basket] Cuckoo's Air Fryer has 4.2L Capacity and this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion."", ""[Retro Design] Cuckoo's Air Fryer is specially Designed for your Modern Kitchen it also enhance your Modern Kitchen Interior"", '[Easy to carry] It is very convienient to carry this Air fryer with one hand because of its handle structure on the top.', '[Easy to Clean] Basket is seprated with single push button and very easy to clean.']"
2/20/2023,https://www.amazon.in/Negaor-Intellect-Multifunctional-Intelligent-Temperature/dp/B09JLJCJHC,Negaor Air Fryer Intellect Digital S n Contact Control Air Fryer Multifunctional Oil-Free Heal y Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer,Negaor,Not Available,Not Available,"30,343.32","17,388.00",Not Available,Not Available,Not Available,China,Not Available,Not Available,"{'Brand': 'Negaor', 'Manufacturer': 'Negaor', 'Package Dimensions': '34.5 x 30.5 x 30.5 cm; 3.64 Kilograms', 'Item part number': 'ZZYH43131EUDCIN', 'Country of Origin': 'China', 'Item Weight': '3 kg 640 g'}","['[Heal y] is air fryer does not need oil when cooking and is more suitable for modern and heal y living concepts. L oil and no fat. No frying is heal ier. Smart cooking, no oily fume. You can easily cook food at home.', '[Multifunction] is air fryer can not only preheat, keep warm, and keep e food in e best state but also can intelligently time it, allowing you to cook more easily. At e same time, ere are 6 gourmet cooking modes, covering sna s, meat, seafood, cakes, etc., allowing you to easily enjoy a varie of cious dishes.', '[Safe] is air fryer is detachable, and e pull-out basket is very convenient to take. ere is also a power-off memory function. When you need to pull out e frying basket to che e food status and remove e pan, it will au atically disconnect e power ply, making it safer to use.', '[Big S n] is air fryer is equipped wi a large display s n. e s n display is clear, ere is a sensing device, and can be operated rough e s n. e s n is sensitive, you can easily switch e fryer function, and e operation is very convenient.', '[Fast] is air fryer has a surrounding ree-dimensional air guide groove, multiple heat dissipation systems, and e hot air circulates at a uniform speed. e energy ga ering effect is stronger, e baking time is reduced, and e cooking time is shorter.', 'Warranty not applicable for this product']"
2/20/2023,https://www.amazon.in/Grofly-Multi-functional-Electric-Nonstick-Roasting/dp/B0B2PQJ813,"Grofly Multi-functional Air Fryer 4 Liter Electric Hot Oven Oilless Cooker Air Fryer Machine With Nonstick Pot Easy Knob cooking Pan Kitchen For Baking, Frying, Roasting, Grilling Air Fryer_(1500 W)",Grofly,4.4,Not Available,"18,200","9,100.00",Black,4 litres,1300 Watts,China,Not Available,Not Available,"{'Product Dimensions': '18D x 15W x 12H Centimeters', 'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Nonstick', 'Brand': 'Grofly', 'Wattage': '1300 Watts', 'Model Name': 'Air fryer', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Grofly', 'Country of Origin': 'China', 'Item model number': 'Gr_40', 'ASIN': 'B0B2PQJ813'}","['The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control - With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Family Size Basket : This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', 'Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts.']"
2/20/2023,https://www.amazon.in/GOBBLER-Fryer-Air-Technology-Temperature/dp/B0BL76HH82,"GOBBLER Electric Fryer 5.5L 1400W Healthy Fryer with 360 Degree Rapid Air Technology, Adjustable Temperature Control, Timer Function & Non-stick Fry Basket (GBAF-55B)",GOBBLER,4,3,"12,999","4,369.00",Turquois,5.5 litres,1400 Watts,China,166354,49,"{'Special Feature': 'Countdown Timer', 'Product Dimensions': '20D x 27W x 25H Centimeters', 'Colour': 'Turquois', 'Capacity': '5.5 litres', 'Material': 'Plastic', 'Brand': 'GOBBLER', 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Model Name': 'Air Fryer GB-AF55B', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '200 Degrees Celsius', 'Manufacturer': 'Tikmany Telesystems Pvt. Ltd. Customer Care - 7669409972 , gobbler.sales@gmail.com', 'Country of Origin': 'China', 'Item model number': 'Air Fryer GB-AF55B', 'ASIN': 'B0BL76HH82'}","['HEALTHY FRYING: Achieve perfect fried results with little or even no oil! 360° overall Hot Air Circulation and Temperature range from 80°C - 200°C allows you to cook at your desired temperature, achieving a healthy, crispy, fried finish using at least 98% less oil than traditional fryers.', ""VERSATILITY: Manual temperature control & 60-minute integrated timer lets you air-fry everything from frozen veggies, chicken & even reheat yesterday's dessert! The detachable Aluminium basket, cool touch exterior, & auto-shutoff ensures added safety & security."", 'QUICK & EASY - This air fryer heats up in just 2-3 minutes and cooks food faster than a conventional oven so you can save money as well as eat healthier. Use of no oil also means no risk of hot oil scalding. The smart Temperature Knob can be adjusted as per the user and the conevnient Timer can be set, making the job more easy than ever.', 'SOPHISTICATED DESIGN: Power Consumption: 1400W; Power Requirement: 220V ; Specially designed Non-stick Frying basket and Pan. Upto 30 minutes timer with End Alarm and Auto shut off safety feature. Overheating Heating Protection function and No-slip bottom.', 'FAMILY SIZE – This large 5.5 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.']"
2/20/2023,https://www.amazon.in/PHILIPS-Digital-HD9252-90-Technology/dp/B097RJ867P,"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",PHILIPS,4.3,"3,133","12,595","9,399.00",Black,4.1 litres,1400 Watts,China,473,2,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '35.5D x 35.5W x 33.8H Centimeters', 'Colour': 'Black', 'Capacity': '4.1 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Reheat', 'Output Wattage': '1400 Watts', 'Item Weight': '5518 Grams', 'Brand': 'PHILIPS', 'Wattage': '1400 Watts', 'Control Method': 'Touch', 'Model Name': 'HD9252/90', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '60 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Manufacturer': 'Philips', 'Country of Origin': 'China', 'Item model number': 'HD9252/90', 'ASIN': 'B097RJ867P'}","['PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, Air Fry, Roast, Bake, Grill, Reheat 7 Pre-set Menu, 1400W, with dishwasher safe 4.1 Liter basket, Patented Rapid Air Technology, Starfish design, 360 °even frying, Black', 'Philips is India’s No.1 Airfryer brand (Source: Euromonitor International Limited; Consumer Appliances 2021ED)', 'GUILT-FREE FOOD WITH 90% LESS OIL: With PATENTED RAPID AIR TECHNOLOGY Philips Air Fryer delivers all the crunch and tenderness of deep-frying with 90% less oil.', 'TECHNOLOGY: Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food', 'ONE-TOUCH DIGITAL PANEL: The Digital Touch Panel consists of 7 preset cooking functions and Keep Warm Function. Try new recipes at the touch of a button with preset cooking time and temperature settings.', 'NUTRIU APP: Get 200+ Indian and global recipes and some from celebrity Chef Ranveer Brar by downloading free NutriU App (IOS & Android).', 'RECIPES MADE EASY: Make paneer or chicken tikka, pizza, grilled vegetables, Samosas, Kabab/Cutlet, Chicken Nuggets, Cakes/muffins and much more at touch of a button.']"
2/20/2023,https://www.amazon.in/Instant-Control-EvenCrispTM-Technology-Appliance/dp/B08YS2ZZ97,"Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 2QT, Black)",Instant,3.9,2,"20,959","14,668.00",Black,2 Quarts,1300 Watts,Not Available,507627,74,"{'Colour': 'Black', 'Capacity': '2 Quarts', 'Material': 'Plastic', 'Output Wattage': '1300 Watts', 'Item Weight': '7.28 Pounds', 'Brand': 'Instant', 'Wattage': '1300 Watts', 'Voltage': '110 Volts', 'Control Method': 'App', 'Has Nonstick Coating': 'Yes', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '400 Degrees Fahrenheit', 'Item model number': '140-3009-01', 'ASIN': 'B08YS2ZZ97'}","['All-IN-1 FUNCTIONALITY: Air fry, Grill, Roast and Reheat.', 'EvenCrisp TECHNOLOGY: Advanced technology that drives air flow top down for a perfect golden finish and crispy, tender results every time!', 'PROVEN SAFETY FEATURES: Built-in safety features like Overheat Protection, auto-off and more to keep your mind at ease.', 'DISCOVER AMAZING RECIPES: 1500+ chef curated recipes by downloading free Instant Brand Connect App.', 'WORLD OF POSSIBILITIES: Make French Fries, Samosas, Kabab/Cutlet, Chicken Nuggets, Corn Cheese Balls, Banana Chips, Cakes/muffins and much more!', 'GUILT-FREE FOOD WITH 95% LESS OIL: With EVENCRISP TECHNOLOGY Instant Air Fryer delivers all the crunch and tenderness of deep-frying with 95% less oil.', 'FREE HOME INSTALLATION & FREE HOME SERVICE: We, at INSTANT BRANDS, are committed to ""Keep Customers Interest Ahead of All."" Feel free to contact Customer Care at 1800 123 2700 for Demonstration, Installation and Service Requirement.']"
2/20/2023,https://www.amazon.in/Blueberrys-Multi-Purpose-Digital-Technology-Appliance/dp/B0BTMRVYNY,"Blueberry's 1400W 15L Multi-Purpose Digital Air Fryer 360° Rapid Air Technology Touch Control Panel Uses 95% Less Oil,4-in-1 Appliance: Air Fry, Roast, Bake, Reheat [Black]",Blueberry's,3.8,Not Available,"12,290","6,899.00",15L Black,15 litres,1400 Watts,India,Not Available,Not Available,"{'Product Dimensions': '37D x 30W x 36H Centimeters', 'Colour': '15L Black', 'Capacity': '15 litres', 'Material': 'Fiber', 'Brand': ""Blueberry's"", 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Model Name': 'AROMA15', 'Has Nonstick Coating': 'Yes', 'Controller Type': 'Touch', 'Is Dishwasher Safe': 'No', 'Manufacturer': ""blueberry's"", 'Country of Origin': 'India', 'Item model number': 'AROMA15', 'ASIN': 'B0BTMRVYNY'}","[""🎁Blueberry's INDIA'S 1st Premium Multi-Purpose Digital Air Fryer 1400Watts"", '🎁360° Rapid Air Technology & One Touch LCD Panel for Easy Using', '🎁Air Cooking is Delicious and Healthy on the Outside and Tender on the Inside', '🎁High Temperature 200° C, 300° C Circulating Hot Three Dimensional Convenstion Barbecue', '🎁FRY WITH AIR, LIVE HEALTHIER: 90% Less Oil Needed, Ofen, only 1 tbp of Oil is Sufficient for an Entire Air Fryer Recipe', '🎁Barbecue: 5min-1 Hr / Dafault Time: 30min, Temperature is 200°C / Chips: 5min-1 Hr / Dafault Time: 30min, Temperature is 180°C / Pizza: 5min-40min/ Dafault Time: 10min, Temperature is 190°C', '🎁Product Dimesnsion: Height: 31.3cm / Width: 28.5cm / Length: 34cm / Weight: 3.385 kg']"
2/20/2023,https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W,"PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1400W, 4.1 Liter (Black), Large (HD9200/90)",PHILIPS,4.2,"1,786","9,995","7,499.00",Black,4.1 litres,1400 Watts,China,506,3,"{'Special Feature': 'Temperature Control, Programmable', 'Product Dimensions': '33.8D x 33.8W x 35.5H Centimeters', 'Colour': 'Black', 'Capacity': '4.1 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Reheat', 'Item Weight': '4.54 Kilograms', 'Brand': 'PHILIPS', 'Wattage': '1400 Watts', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '60 Degrees Celsius', 'Manufacturer': 'Philips', 'Country of Origin': 'China', 'Item model number': 'HD9200/90', 'ASIN': 'B09CTWFV5W'}","['Philips is India’s No.1 Airfryer brand (Source: Euromonitor International Limited; Consumer Appliances 2021ED)', 'PHILIPS Air Fryer HD9200/90 uses up to 90% less fat, Air Fry, Roast, Bake, Grill, Reheat, 1400W, with dishwasher safe 4.1 Liter basket, Patented Rapid Air Technology, Starfish design, 360 °even frying, Black', 'GUILT-FREE FOOD WITH 90% LESS OIL: With PATENTED RAPID AIR TECHNOLOGY Philips Air Fryer delivers all the crunch and tenderness of deep-frying with 90% less oil.', 'TECHNOLOGY: Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food', 'SMART ALL-IN-1 FUNCTIONALITY: Fry. Bake. Grill. Roast. And even reheat!', 'EASE OF USE: Extra-long 1.8 m cord length for easy placement in your kitchen. 60 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.', 'NUTRIU APP: Get 200+ Indian and global recipes and some from celebrity Chef Ranveer Brar by downloading free NutriU App (IOS & Android).']"
2/20/2023,https://www.amazon.in/Automatic-Capacity-Multiple-Function-Dehydrator/dp/B0BGNBXN1Y,Air Fryer Fully Automatic ligent 12L Large Capacity 1800W High Power Multiple Function Electric Oven Dehydrator,AIXING,3.8,Not Available,Not Available,"7,999.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Brand': 'AIXING', 'Manufacturer': 'AIXING', 'Package Dimensions': '37 x 37 x 35.2 cm', 'Item part number': 'INAIXINGH45546EUREK', 'Material': 'Glass'}","['This visual oven adopts 12L large capacity space, 1800W large power, high efficiency, with timing, LED display, adjustable thermostat with touch screen and functions, can also be used as a dryer, air fryer, dehydrator, a wide range of applications.', 'The adjustable temperature of this oven is 80-200℃, and the adjustable time is 0-60 minutes. The temperature and time can be adjusted accorg to different cooking materials and different needs, making delicious food easily.', 'This oven has built-in rotating grill, transparent glass cover with thickened glass panel, two layers of heat insulation Windows, to realize visual cooking under the premise of safety, watch the food cooking situation at any time, and master the time and temperature.', 'This oven has two heating methods, heat and hot air circulation at the same time, more powerful heat, more efficient cooking, with little or no oil, you can eat crispy food inside. You can enjoy your favorite foods without worrying about extra calories and fat.', 'The operation of this oven is very simple, with a digital touch screen control panel, it makes it easier to see the number of minutes, temperature and controls or modes to cook different types of food.']"
2/20/2023,https://www.amazon.in/Dreo-Air-Fryer-100%C3%A2%C3%A2%E2%82%AC%C5%BE%C3%A2%E2%82%AC%C2%B0-450%C3%A2%C3%A2%E2%82%AC%C5%BE%C3%A2%E2%82%AC%C2%B0/dp/B08YNDYG71,"Dreo Air Fryer - 100ââ€žâ€° to 450ââ€žâ€°, 4 Quart Hot Oven Cooker with 50 Recipes, 9 Cooking Functions on Easy Touch Screen, Preheat, Shake Reminder, 9-in-1 Digital Airfryer, Black, 4L (DR-KAF002)",Dreo,4.4,"3,358",Not Available,"21,428.00",Not Available,4 Quarts,1500 Watt Hours,Not Available,Not Available,Not Available,"{'Capacity': '4 Quarts', 'Output Wattage': '1500 Watts', 'Item Weight': '3.18 Kilograms', 'Brand': 'Dreo', 'Wattage': '1500 Watt Hours', 'Voltage': '120', 'Control Method': 'Touch', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '100 Degrees Fahrenheit', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '450 Degrees Fahrenheit', 'Item model number': 'DR-KAF002', 'ASIN': 'B08YNDYG71'}",[]
2/20/2023,https://www.amazon.in/Mellerware-MWAF-Technology-Temperature-02-Manual/dp/B09KLJ7HMV,"INALSA Mellerware Air Fryer 4L MWAF 02- 1400W with Smart Rapid Air Technology|Timer Selection And Fully Adjustable Temperature Control, (Teal), Medium (MWAF 02-Manual)",Inalsa,4.1,891,"8,495","4,610.00",Teal,4 litres,Not Available,China,5396,10,"{'Special Feature': 'Temperature Control', 'Colour': 'Teal', 'Capacity': '4 litres', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Broil, Steam, Reheat', 'Item Weight': '4800 Grams', 'Brand': 'Inalsa', 'Manufacturer': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065', 'Country of Origin': 'China', 'Imported By': 'Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, Delhi, India. Contact No. 9773982065, E-mail: customercare@inalsa.co.in ; Website: inalsaapliances.com', 'Item model number': 'MWAF 02-Manual', 'ASIN': 'B09KLJ7HMV'}","['HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', 'EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', 'FAST & EFFICIENT HEATING: With 1400W of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'USER FRIENDLY: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'FAMILY SIZE BASKET: With 4 L Food Basket capacity, this air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
2/20/2023,https://www.amazon.in/Max-circulation-technology-beautiful-absolutely/dp/B08MYP6SFK,VARADA Max Air fryer 6.5 liter large capacity with 3D rapid hot air circulation technology with beautiful touch panel display 1800 watt power (Black),Varada,3.8,728,"8,999","5,699.00",Black,6.5 litres,1800 Watts,China,37756,,"{'Special Feature': 'Programmable', 'Product Dimensions': '33D x 33W x 39H Centimeters', 'Colour': 'Black', 'Capacity': '6.5 litres', 'Material': 'BPA Free food grade Plastic,Iron,Aluminium', 'Recommended Uses For Product': 'Roast, Bake', 'Output Wattage': '1800 Watts', 'Item Weight': '5.5 Kilograms', 'Brand': 'Varada', 'Wattage': '1800 Watts', 'Voltage': '250 Volts', 'Control Method': 'Touch', 'Model Name': 'VARADA MAX', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '200 Degrees Celsius', 'Manufacturer': 'PRIVIYAN LLP E128 LS GF FB LS MOHAMMADPUR DELHI-110066', 'Country of Origin': 'China', 'Item model number': 'Varada Max', 'ASIN': 'B08MYP6SFK'}","['Family Size Capacity 6.5L capacity is very suitable for families of 2-6 people or singles. The temperature range of this air fryer ranges from 80°C to 200°C. The 1800W high power and highly sealed space provide you with fast heating, which is very suitable for air frying, baking and grilling.', ""Fry Tasty Meals with Less or No Oil: With VARADA's 360 degrees rapid air frying technology, you can enjoy splatter-free cooking with up to 85% less fat or oil"", ""Multi-functional All-In-One Healthy Fryer: That fries, roast, grill and can also bake your favorite meals; With a bonus exclusive VARADA'S recipe cookbook you'll never run out of ideas to cook for yourself or your family"", ""Bigger Cooking Capacity, Hassle-Free Cooking: Which means you can prepare healthier less fat/ less grease food for 2-6 persons; With Varada's easy cooking procedure and 8 cooking presets, you can do more while waiting for your food to be cooked"", 'Easy To Use and Safe: With auto shut off and overheat protection to protect you from the most common cooking/electronic issues; It comes with an LCD display and soft buttons which is easy to operate; Furthermore, it is easy to clean and comes with dishwasher safe accessories', ""【Note】We provide pickup and drop facility for product under warranty ...Please keep original box packaging for pickup and drop Service so that product won't get damaged in transportation.""]"
2/20/2023,https://www.amazon.in/Amplesta-8-Presets-Dishwasher-Safe-Nonstick-Matte-Black/dp/B094HS6V5S,"Amplesta Xtra Large 5.7L Air Fryer Digital 1700W, 8-Presets for Indian cooking, Smart LED Touch Panel, Dishwasher-Safe Nonstick Tray, Variable Temp& Timer Control, 1 Year Warranty, Matte-Black",AMPLESTA,4.2,4,"10,999","5,699.00",Black,5.7 litres,1700 Watts,China,112396,43,"{'Product Dimensions': '30D x 26W x 29H Centimeters', 'Colour': 'Black', 'Capacity': '5.7 litres', 'Material': 'Plastic', 'Brand': 'AMPLESTA', 'Wattage': '1700 Watts', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '80 Degrees Celsius', 'Is Dishwasher Safe': 'Yes', 'Max Temperature Setting': '200 Degrees Celsius', 'Country of Origin': 'China', 'Item model number': 'AAF600A', 'ASIN': 'B094HS6V5S'}","['✅Multiple Uses – Grill , Bake , Fry , Roast , Reheat.', '✅Non Stick Pan and cooking tray: This Air Fryer comes with a non-stick and a dish-washer friendly, basket and a tray equipped with a cool-touch handle.', '✅ONE-TOUCH COOKING: You can also choose your preferred temperature and time for your personal recipes.', '✅AUTOMATIC SHUT-DOWN: Safety is our priority. Our Air Fryer automatically shuts down when the basket is removed.', '✅ADJUSTABLE TEMPERATURE & TIME: Easily select temperatures from 80 to 200° C', '✅PERFECT SIZE: The Extra large 5.7-Litre square baskets in the air fryer can hold a meal for ideal family size. In addition, compared to spherical designs, corner areas provide additional cooking capacity and versatility.', '✅INDIAN PRESET MENU: Amplesta Air Fryer comes with 8 preset menus and cooking options to assist you in cooking Indian Food Items.']"
