Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/Electric-Digital-Nonstick-Temrature-Control/dp/B0B62VDTSL/ref=sr_1_127?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-127,        Air Fryer 1000W 3L Electric t Air Fryer Oven with LED Digital Sn Oil Free Nonstick Pot with Knob Timer Temrature Control Air Fryer EU Plug       ,‎AIXING,4.4,Not Available,Not Available,"9,399.00",Not Available,Not Available,B0B62VDTSL,Not Available,Not Available,Not Available,Not Available,‎AIXING,Not Available,Not Available,Not Available,Not Available,‎2 kg 520 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['1000W air fryer for you to cook cious, oil-free and healthy food easily and fast.', '3L large ty, equipd with a detachable non-stick food air frying pot, ugh to cook snacks for your entire faly.', 'Timer and temrature control design ensure cious cooking and safety.', 'Non-slip feet at the bot of the device, small and portable, easy and convenient to orate.', 'Non-stick coating of the pot, easy to clean, durable for using.']"
https://www.amazon.in/Accessories-GoWISE-USA-Phillips-Cozyna/dp/B07H4S5VRC/ref=sr_1_155?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-155,"        GoWISE USA Phillips Air Fryer Accessories, Power, Cozyna and More, Best Fit for 5.8 QT Air Fryers (XL) - 6 Pieces       ",Not Available,3.8,"2,236","11,089","7,761.00",Not Available,Not Available,‎B07H4S5VRC,‎GWA0008,Not Available,Not Available,‎USA,‎GoWISE USA,Not Available,Not Available,Not Available,Not Available,850 g,Not Available,Aluminium,Not Available,Not Available,Not Available,Not Available,"['COMPATIBLE WITH XL AIR FRYERS: This accessory kit is compatible with XL air fryers 5.8 QT and larger, including GoWISE USA, Power, Philips, Cozyna and more.', '6 ACCESSORIES INCLUDED: The accessory kit includes a 8-inch baking pan, 8-inch pie/pizza pan, insert rack, insert rack with 3 skewers, a toasting/warming rack, and a silicone resting mat/pot holder.', 'EASY TO CLEAN: Nonstick coating makes baking pans easy to clean and the metal accessories are dishwasher-safe.', 'USE YOUR AIR FRYER TO ITS FULLEST POTENTIAL: Use the air fryer you love for more. Bake a cake, grill kebabs, air fry a crispy pizza. The possibilities are endless with the air fryer accessory kit.']"
https://www.amazon.in/Homgeel-Intellect-Multifunctional-Intelligent-Temperature/dp/B09L1F6LCB/ref=sr_1_147?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-147,        Homgeel Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer       ,Not Available,3.8,Not Available,Not Available,"9,399.00",Not Available,Not Available,‎B09L1F6LCB,Not Available,Not Available,Not Available,Not Available,‎Homgeel,Not Available,Not Available,Not Available,Not Available,6 kg 420 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['🍰[[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '🍰[[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '🍰[[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of delicious dishes.', '🍰[[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '🍰[[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.']"
https://www.amazon.in/Electric-Touchscreen-Nonstick-Warranty-Certified/dp/B07GJBBGHG/ref=sr_1_114?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-114,"        COSORI Air Fryer CP158 (Black, 5.8 quarts, 1700W)       ",‎COSORI,4.6,"2,545","44,139","30,898.00","  #798,492 in Home & Kitchen (See Top 100 in Home & Kitchen)   #87 in Air Fryers   ",‎1700 Watts,‎B07GJBBGHG,‎CP158-AF,‎77 Degrees Celsius,Not Available,‎USA,Not Available,‎Yes,‎Yes,Not Available,‎Touch,‎11.9 Pounds,‎Reheat,‎Non-stick,‎5.8 Quarts,‎black,Not Available,‎Temperature Control,"['Capacity unit of measure - 5.8 quarts', 'Wattage unit of measure -1700W', 'Colour- Black']"
https://www.amazon.in/KIRFIZ-Nonstick-Selection-Adjustable-Temperature/dp/B09LVN3CRW/ref=sr_1_111?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-111,"        KIRFIZ Air Fryer Oven , 4.0 L / 1500W Oven with Touch Control Panel, 6 Cooking Presets for Roast, Reheat, Bake, Auto Shut Off ,Nonstick Basket ,Timer Selection And Fully Adjustable Temperature Control       ",‎KIRFIZ,Not Available,Not Available,"18,999","9,100.00",Not Available,Not Available,‎B09LVN3CRW,‎KRZ - 61,Not Available,Not Available,‎China,‎KIRFIZ,Not Available,‎Yes,Not Available,‎Touch,‎499 Grams,Not Available,‎PP + Non Stick,‎4 litres,‎Multi Color,Not Available,‎Temperature Control,"['► 【Ergonomic Design】The ergonomic beveled operation panel brings a more comfortable operating experience and can be easily operated without bending down. Simple knob controls and preset recipes help you cook meat, fruits and vegetables, desserts and more to perfection. The Tiffany blue or black air fryer will also make your kitchen more unique and attractive.', '► 【Efficient and energy saving】The innovative 200° hot air convection system and air circulation vent design provide optimal air flow to crisp food evenly on each side and lock in the moisture in the food.Temperature range from 32°F to 392 °F, 4 times faster than conventional ovens, saving you a lot of time. Innovative hot air circulation technology allows efficient use of heat energy, saving 60% more energy than conventional electric ovens.', '► 【Oil-Free & Less Fat】This air fryer allows you to fry, bake and grill with virtually no oil, which can reduce your calorie intake by up to 90% while maintaining the crispy texture of your food so you can enjoy your meal without the burden. No more fumes and splashes of hot oil, fully taking care of you and your family. When the frying basket is pulled out, the power will automatically shut off, making it safer to use.', '► 【4.0 L Capacity】 Cooks perfect meals for 2-4 people at a time, perfect for small families or single people. It also comes with a beautiful recipe book, so you can set specific temperatures and cooking times based on the recipes to create a rich and varied selection of delicious meals. Also, our air fryer is the perfect gift for a health-conscious family member or friend.', '► Not just chips: 11 presets include French fries,Bread, Chicken, Steak ,Seafood,Shrimp,Bacon,Frozen Foods,Vegetables,Root Vegetables ,Desserts.Just tap a preset,offer yourself a perfect meal']"
https://www.amazon.in/VOUVOU-Intellect-Multifunctional-Intelligent-Temperature/dp/B09KM4BB4Q/ref=sr_1_130?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476040&sprefix=air+fryer%2Caps%2C3150&sr=8-130,        VOUVOU Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer       ,‎VOUVOU,4,Not Available,Not Available,"3,549.00",Not Available,Not Available,B09KM4BB4Q,Not Available,Not Available,Not Available,Not Available,‎VOUVOU,Not Available,Not Available,Not Available,Not Available,‎6 kg 420 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['🥁[[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '🥁[[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of delicious dishes.', '🥁[[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '🥁[[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '🥁[[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.']"
https://www.amazon.in/Electric-Automatic-Precise-Nonstick-Dehydrates/dp/B0B222YC6P/ref=sr_1_150?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-150,"        Air Fryer, 5.5L Electric Air Fryer Automatic Precise Temp Control Oilless Cooker Electric Oven Fryer Nonstick Electric Food Fryer for Crisps, Roasts, Bakes, Reheats and Dehydrates(LCD Model)       ",Not Available,4.4,Not Available,Not Available,"9,399.00",Not Available,Not Available,‎B0B222YC6P,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4 kg 800 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Qingyuan-Multiple-Function-Electric-Dehydrator/dp/B0BLP1BP55/ref=sr_1_172?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-172,        Qingyuan Air Fryer Fully Au ATIC ligent Visual 12L Large 1800W High Power Multiple Function Electric Oven Dehydrator       ,‎Qingyuan,4.3,Not Available,Not Available,"7,999.00",Not Available,Not Available,B0BLP1BP55,Not Available,Not Available,Not Available,Not Available,‎Qingyuan,Not Available,Not Available,Not Available,Not Available,‎7 kg 720 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['This visual oven adopts 12L large space, 1800W large power, high efficiency, with timing, LED display, adjustable thermostat with touch s n and functions, can also be used as a dryer, air fryer, dehydrator, a wide range of applic', 'The adjustable of this oven is 80-200℃, and the adjustable time is 0-60 minutes. The and time can be adjusted ac ding to different cooking materials and different needs, making cious food easily.', 'This oven has built-in rotating grill, transparent glass cover with thi ened glass panel, two layers of heat insulation Windows, to re ze visual cooking under the premise of safe , watch the food cooking situation at any time, and master the t', 'This oven has two heating methods, heat pi and hot air circulation at the same time, more powerful heat, more efficient cooking, with little or no oil, you can eat crispy food inside. You can enjoy your favorite foods without worrying about extr', 'The o ration of this oven is very simple, with a digital touch s n control panel, it makes it easier to see the number of minutes, and controls or modes to cook different s of food.']"
https://www.amazon.in/pekdi-Intellect-Multifunctional-Intelligent-Temperature/dp/B09JKQ16XJ/ref=sr_1_96?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-96,        pekdi Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer       ,‎pekdi,5,Not Available,Not Available,"5,699.00",Not Available,Not Available,B09JKQ16XJ,Not Available,Not Available,Not Available,Not Available,‎pekdi,Not Available,Not Available,Not Available,Not Available,‎6 kg 420 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['🌻[[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '🌻[[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of delicious dishes.', '🌻[[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '🌻[[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '🌻[[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.']"
https://www.amazon.in/Mellerware-MWAF-Technology-Temperature-02-Manual/dp/B09KLJ7HMV/ref=sr_1_15?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-15,"        INALSA Mellerware Air Fryer 4L MWAF 02- 1400W with Smart Rapid Air Technology|Timer Selection And Fully Adjustable Temperature Control, (Teal), Medium (MWAF 02-Manual)       ",‎Inalsa,3.8,890,"8,495","4,610.00","  #10,318 in Home & Kitchen (See Top 100 in Home & Kitchen)   #15 in Air Fryers   ",Not Available,‎B09KLJ7HMV,‎MWAF 02-Manual,Not Available,Not Available,‎China,"‎Tuareg Marketing Pvt. Ltd. Khasra No- 1189, Bhalswa, New Delhi-110033, India. Contact- 9773982065",Not Available,Not Available,Not Available,Not Available,‎4800 Grams,"‎Roast, Broil, Steam, Reheat",‎Plastic,‎4 litres,‎Teal,Not Available,‎Temperature Control,"['HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', 'EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', 'FAST & EFFICIENT HEATING: With 1400W of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'USER FRIENDLY: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'FAMILY SIZE BASKET: With 4 L Food Basket capacity, this air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
https://www.amazon.in/DASH-DMAF355GBBK02-Electric-Temperature-Control/dp/B07XYR5P8Z/ref=sr_1_179?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-179,"        DASH DMAF355GBBK02 Deluxe Electric Air Fryer + Oven Cooker with Temperature Control, Non Stick Fry Basket, Recipe Guide + Auto Shut off Feature, 3qt, Black       ",‎DASH,3.8,969,"26,829","18,780.00",Not Available,‎1200 Watts,‎B07XYR5P8Z,‎DMAF355GBBK02,Not Available,Not Available,‎USA,Not Available,‎Yes,‎Yes,Not Available,Not Available,‎8.8 Pounds,Not Available,Not Available,‎3 Quarts,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Morphy-Richards-Digital-Air-Fryer/dp/B0BPYPPVBG/ref=sr_1_20?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-20,        Morphy Richards 5L Digital Air Fryer       ,‎Morphy Richards,3.7,54,"16,999","7,999.00","  #14,011 in Home & Kitchen (See Top 100 in Home & Kitchen)   #17 in Air Fryers   ",Not Available,‎B0BPYPPVBG,‎510056,Not Available,Not Available,‎China,‎Jufa,Not Available,‎Yes,Not Available,Not Available,‎4300 Grams,Not Available,‎Plastic,‎5 litres,‎Black,‎35.7D x 35.2W x 35.2H Centimeters,Not Available,"['Morphy Richards 5L Digital Air Fryer have 65% less fat & 15 % more protein retention', 'Morphy Richards 5L Digital Air Fryer has digital control & 8 preset menus which offers easy cooking options', 'Dual fan technology for efficient heat circulation and adjustable time & temperature control', 'Voltage fluctuation protection ensures safe operations and non stick coated basket & accessories', 'Cooking continuity function for maximum cooking convenience and comes with 2 year product warranty']"
https://www.amazon.in/Wonderchef-Crimson-Appliance-Healthy-Warranty/dp/B09W2SF1TL/ref=sr_1_54?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-54,"        Wonderchef Crimson Edge Air Fryer Oven 23L | 2-in-1 Appliance for Healthy Cooking | Air Fry, Bake, Broil, Toast, Warm | 2 Year Warranty       ",‎WONDERCHEF,4.2,83,"19,000","10,999.00","  #36,059 in Home & Kitchen (See Top 100 in Home & Kitchen)   #25 in Air Fryers   ",Not Available,‎B09W2SF1TL,‎63154062,Not Available,Not Available,‎India,Not Available,Not Available,Not Available,Not Available,Not Available,10 kg 900 g,"‎Roast, Broil, Bake",‎Plastic,‎23 litres,‎Red,Not Available,‎Temperature Control,"['Enjoy healthy, zero-oil snacks like fries, kachori, samosas and more with high efficiency convection air fryer', 'Roast, grill meat & veggies. Bake sweet indulgences like cupcakes, brownies and cakes', 'Superb looks coupled with 360 degree air circulation technology for faster and even cooking. Save precious space in kitchen.', '23L interior capacity. Oven is 1400W and Air Fryer 1700W. 60 mins timer function with auto shut-off & indicator bell', 'Comes with all accessories like rotisserie, crumb tray and fry basket']"
https://www.amazon.in/Lifelong-LLHFG922-Oil-free-Dehydrate-Circulation/dp/B0B249VMNT/ref=sr_1_46?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-46,"        Lifelong LLHFG922 1400W Air Fryer | Oil-free Frying with Indoor Grill, Roast, Dehydrate, Bake and Reheat Function| 360° Hot Air Circulation (Black, 2 Year Warranty)       ",‎Lifelong,3.9,4,"25,000","5,358.00","  #130,076 in Home & Kitchen (See Top 100 in Home & Kitchen)   #48 in Air Fryers   ",Not Available,‎B0B249VMNT,‎﻿LLHFG922,Not Available,Not Available,‎China,‎Lifelong Online Retail Pvt Ltd,Not Available,‎Yes,Not Available,Not Available,‎8800 Grams,Not Available,‎Plastic,‎7 litres,‎Black,‎39.2D x 28W x 36.5H Centimeters,Not Available,"['Lifelong 7 Liter Air Fryer Grill consumes 90% less oil as compared to deep-frying', 'Air fry crispy food with up to 75% less fat than deep frying', 'Reduces the greasy smoke and retain the food’s delicious aroma', '5 in 1 Functionality- Roast, Bake, Grill, Reheat, Dehydrate', 'It also comes with a healthy non-stick coating, can be rinsed directly with water', 'Delicious grilled food all year round with Lifelong Indoor grill. Now no more standing outside to cook delicious grilled food', '2 -YEARS WARRANTY: Refer to user manual for troubleshooting steps and questions surrounding warranty policies.']"
https://www.amazon.in/AirOpen-Air-Fryer-8QT-Basket/dp/B09GB958HS/ref=sr_1_170?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-170,"        AirOpen Air Fryer 8QT Frying Basket ONLY for AirOpen Airfryer, ONLY fit AirOpen brand Airfryer(Please Check the SIZES Clearly)       ",‎AirOpen,4.4,8,Not Available,"6,445.00",Not Available,Not Available,‎B09GB958HS,Not Available,Not Available,Not Available,Not Available,Not Available,‎Yes,‎Yes,Not Available,‎Touch,998 g,‎Bake,‎Metal,‎8 Quarts,‎Black,Not Available,Not Available,"['AirOpen Frying Basket 8QT ONLY for AirOpen 8qt Air Fryer.', 'SIZES: 9.2"" x 9.2"" x 5.5"", Please check the sizes clearly and make sure it is the frying basket you need for your air fryer. 8QT Large Inside Capacity, Metal Safe Material', 'Removable Frying Basket for Big Air Fryer, Easy Take food out. Air Ducts for Faster and Evener Cooking', 'Non-Stick Coating for Easy Clean in Seconds, Diswasher Safe', 'Wide handle to be more ergonomic, less effort easier use']"
https://www.amazon.in/Scizor-Electric-Presets-Digital-Oil-Free/dp/B091CXWFLM/ref=sr_1_83?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-83,"        Scizor Air Fryer,1350 Watt Electric Air Fryers Grill / Bake / Grill Oven, 8 Cook Presets, LED Digital Touch Screen, BPA Free for Healthy Oil-Free and Low Fat Cooking       ",‎Scizor,3.8,3,"18,500","9,999.00","  #1,337,352 in Home & Kitchen (See Top 100 in Home & Kitchen)   #96 in Air Fryers   ",Not Available,‎B091CXWFLM,‎Scizor,Not Available,Not Available,‎China,‎Scizor,Not Available,‎Yes,Not Available,Not Available,Not Available,"‎Roast, Bake",‎Ceramic,‎6.5 litres,‎Black,Not Available,‎Temperature Control,"[""★ THE ONLY PRODUCT YOU'LL NEED : This versatile product functions as an air fryer, rotisserie oven and dehydrator, perfect for nearly any cooking task,Make better-for-you fries that are just as crispy and tasty, roast a whole chicken."", '★ HEALTHY MEAL PREP : Healthy cooking made easy Temperature & time-setting adjustable Air fryer eliminates the need for extra oil Healthy options are limitless - Cook, Bake, Grill, Steam Broil, Roast & Air-Fry.', ""★ EFFECTIVE & EVEN COOKING : High temperatures & built-in fan circulates air for moist & savory meals Cooks thoroughly & retains distinct ingredient flavor Up to an hour's worth of cooking time Perfect for meats, steak, pork, chicken, vegetables & more."", '★ Large Capacity & 8 Preset Functions : Large capacity air fryer oven, which can easily meet the needs of a large family,It also has 8 preset functions, each of which has a specific preset temperature and time. You only need to add ingredients and wait for the food to complete automatically.', '★ Large LCD & Large Viewing Window : Air fryer toaster oven with large LED touch screen provides a superb touch experience. The large viewing window helps you observe the entire cooking process, and the formation of the food can be seen throughout.']"
https://www.amazon.in/Lifelong-LLHF421-Fryo-Air-Selection-Adjustable-Temperature/dp/B096ZVZMLM/ref=sr_1_44?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-44,"        Lifelong LLHF421 Fryo Air Fryer 1400W with 4.5L Large Cooking Pan Capacity, Timer Selection and Fully Adjustable Temperature Control with 1 Year Warranty(Black)       ",‎Lifelong,3.8,325,"7,500","4,054.00","  #46,201 in Home & Kitchen (See Top 100 in Home & Kitchen)   #43 in Deep Fat Fryers   ",Not Available,‎B096ZVZMLM,‎﻿LLHF421,Not Available,Not Available,‎China,‎Lifelong Online Retail Pvt Ltd,Not Available,Not Available,Not Available,Not Available,‎3000 Grams,"‎Roast, Broil, Steam, Reheat",‎Plastic,‎4.5 litres,‎Black,‎28D x 33W x 37H Centimeters,‎Temperature Control,"['With\xa04.5\xa0L Food Basket capacity, this air-fryer serves the whole family. Use this Air fryer as Grill chicken Maker and French Fries machine', 'Compared with traditional OTG oven, it cooks faster and ends with crispier food surface.', 'Compared with deep fryer, it can extract excess fat from the food, getting delicious and healthier crispy food with little to no oil. Basically best Air fryer for home', 'Prepare amazing meals from your cookbook, with adjustable temperature – 180 degree to 200 degree', ""With 1400W of power, this air fryer heats up in 2-3 minutes and\xa0cook's\xa0food faster than a conventional oven so you can save money at the same time as cutting down the calories""]"
https://www.amazon.in/Pringle-Digital-circulation-technology-beautiful/dp/B0B9GPVHSW/ref=sr_1_99?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-99,        Pringle 4.5L Digital Air Fryer with 360 degree 3D rapid hot air circulation technology with beautiful touch panel display 1400 watt power (Black)       ,‎PRINGLE,3.8,Not Available,"8,999","5,999.00","  #1,190,631 in Home & Kitchen (See Top 100 in Home & Kitchen)   #92 in Air Fryers   ",Not Available,‎B0B9GPVHSW,‎AF1405,Not Available,Not Available,‎China,‎Pringle Homeware Pvt Ltd,Not Available,‎Yes,Not Available,Not Available,‎2.5 Kilograms,Not Available,‎Plastic,Not Available,‎Blac,‎32D x 30W x 30H Centimeters,Not Available,"['EASY TO COOK - Built in digital one-touch screen menu featuring 8 presets-Steak, Fish, Cake, Chicken leg,Shrimp, Chips, Ice chip. Just tap and go! Super easy to use! And 85% less oil than traditional fryers, but deliver the same deliciously crunchy taste of fried food with little to no oil. Also no oil fumes in house. Let your lover eat healthier.', 'Expand the cooking possibilities of your air fryer by doing more than just frying. Grill juicy steaks, roast a pork loin, or even toast a slice of bread all in one versatile appliance.', 'PRINGLE air fryer has a 4 liter Pan capacity and 3.5 Liter Basket capacity. Best for family use.| Included Components: 1 Air Fryer, 1 Double Layer Grill, 1 Recipe Book, 1 User. Material: Food Grade BPA Free Plastic, Steel| Voltage: 220-240V| 1 Year Onsite Warranty.', ""Removable nonstick coated basket are dishwasher safe, PFOA-free & BPA-free. INDICATOR lets you know when cooking time has been reached. The timer will beep a couple of times to let you know when it's done."", 'SLEEK AND MODERN LOOK - 4.5 Liters with advanced touch screen menu. Take the guesswork out of cooking with the built-in touch screen menu featuring 7 cooking presets: Fries/Chips, Paneer, Chicken, Steak, Shrimp, Cake, Fish, and Pizza. Equipped with a wide temperature range from 80 to 200 Degree in 10 degree increments and a cooking timer up to 30 minutes', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'EASY To Clean : Detachable Basket function always help to cleaning after cook in Air Fryer']"
https://www.amazon.in/Havells-Prolife-Digi-1230-Watt-Fryer/dp/B01LWUEDJI/ref=sr_1_12?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-12,        Havells Air Fryer Prolife Digi with 4L Capacity | Digital Touch Panel | Auto On/Off | 60 Min Timer | Basket Release Button | Air Filtration System | 2 Yr Warranty       ,‎Havells,3.8,"2,157","12,490","6,599.00","  #1,929 in Home & Kitchen (See Top 100 in Home & Kitchen)   #6 in Air Fryers   ",Not Available,‎B01LWUEDJI,‎Prolife Digi,Not Available,Not Available,‎China,‎Havells India Ltd,‎No,Not Available,‎GHCAFBXK123,‎Touch,‎4500 Grams,"‎Roast, Bake, Reheat",‎Plastic,‎4 litres,‎Black,‎32.5D x 32.5W x 36H Centimeters,"‎Temperature Control, Timer, Stain Resistant, Automatic Shut-Off","['4L Pan Capacity', 'Cool Touch Handle With Unique Basket Release Button', 'Auto On/Off Timer', 'Temperature Setting upto 200 Degree', 'Flat & Round Shape Basket']"
https://www.amazon.in/Borosil-Digital-Display-Functionality-Capacity/dp/B0B9XMWMB4/ref=sr_1_34?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476020&sprefix=air+fryer%2Caps%2C3150&sr=8-34,"        Borosil Best Digi Air Fryer, Air Fryer for Home, Digital Display, 8 i 1 Functionality, 10 Pre-set Menus, 4.7 L Capacity       ",‎Borosil,3.8,2,"11,990","8,225.00","  #103,593 in Home & Kitchen (See Top 100 in Home & Kitchen)   #40 in Air Fryers   ",Not Available,‎B0B9XMWMB4,‎BAF02,Not Available,Not Available,‎India,‎Borosil Limited,Not Available,Not Available,‎Best Digi,Not Available,‎5100 Grams,Not Available,‎Plastic,‎4.7 litres,‎Black,‎28D x 35.5W x 29H Centimeters,Not Available,"['8 in 1 FUNCTION - The Borosil Best Digi Air-fryer can be used to fry, bake, grill, roast, dehydrate, among others so you have plenty of options in just one appliance.', 'USES 90% LESS OIL - With our digital air-fryer, fried food can be healthy too! Now prepare samosas, fries, fried chicken without worrying about the calories. The air-fryer prepares food using far less oil than conventional deep-frying.', 'ILLUMINATED EASYVIEW DOUBLE WALL WINDOW - The air fryer basket comes with a window through which you can monitor your food being prepared. ThIt also helps trap the heat inside so that your space does not heat up and the cooking is fast.', 'COOKS EFFORTLESSLY - The touch screen display is easy to use; temperature control up to 200⁰C, 60-min integrated timer with auto-off function and 10 pre-set options make any kitchen task easy – from frying and roasting to dehydrating and baking!', ""PERFECT FOR A FAMILY - Whether you're entertaining or have a large family, the capacity of our Best Digi Air-fryer is just ideal. The 4.7 L air-fryer basket helps you to make plenty of food without having to heat up your oven!""]"
